items,item_utilities,item_probabilities
307 777 983 1135 1139,444 744 246 588 858,0.83 0.81 0.72 0.11 0.24
457 600 933 1455 1472 1542,903 462 676 759 660 380,0.04 0.77 0.77 0.7 0.19 0.08
21 464 1070 1107,699 1780 1053 540,0.41 0.27 0.2 0.16
398 1307,160 396,0.34 0.53
487 504 574 624 1040 1190,780 736 1068 738 528 390,0.14 0.43 0.62 0.81 0.83 0.35
666 895,267 195,0.1 0.6
1265,144,0.36
383 599,550 463,0.12 0.5
459 509 786 803 925 1075 1345,192 760 388 1404 304 462 1104,0.86 0.14 0.85 0.6 0.12 0.57 0.66
393 963,224 720,0.45 0.53
21 74 284 431 583 733 814 824 837 1340,466 471 297 288 483 390 346 422 324 514,0.68 0.79 0.47 0.55 0.2 0.54 0.6 0.86 0.02 0.65
291 853 1379,888 776 384,0.75 0.82 0.66
306 789,1188 1086,0.33 0.36
612 633 678 816 1015 1232 1542,714 222 1107 687 657 339 380,0.27 0.76 0.69 0.99 0.49 0.04 0.21
197 1152,1164 526,0.18 0.25
530 896 919 1179 1379,752 803 462 789 576,0.03 0.63 0.2 0.04 0.32
430 576 676 1212 1219 1372 1512 1555,720 210 986 212 708 747 108 1180,0.09 0.62 0.1 0.45 0.22 0.6 0.53 0.39
1277,762,0.95
201 1144 1487,675 340 285,0.42 0.84 0.04
974 1511,316 360,0.41 0.67
36 65 708 735 1085,720 752 1472 441 672,0.7 0.59 0.1 0.45 0.88
18 101 600 1409 1465,534 144 693 159 836,0.38 0.24 0.94 0.52 0.93
84 161 361 450 517 1043 1459,843 455 225 1348 1360 314 429,0.03 0.77 0.21 0.1 0.59 0.31 0.22
497,374,0.14
387 404 474 524 940 947 1090,482 500 704 869 852 195 645,0.09 0.74 0.56 0.72 0.63 0.07 0.9
117 273 472 999 1055 1076,1100 1090 328 542 324 972,0.72 0.69 0.49 0.89 0.99 0.02
619 726 1135 1142,900 642 392 885,0.99 0.74 0.89 0.15
203 713 1029 1156 1352 1385 1412 1528,252 1384 504 546 795 1200 732 488,0.42 0.6 0.56 0.74 0.36 0.09 0.68 0.53
611 811 821 1027 1337,246 1188 573 693 227,0.9 0.07 0.44 0.39 0.22
29 915 944,534 861 352,0.03 0.25 0.35
325 758 968 974 1128 1268 1417,604 1276 512 395 1305 520 1083,0.38 0.69 0.45 0.79 0.46 0.31 0.7
69 159 585 752 1168 1351 1407,620 513 872 340 764 501 189,0.15 0.22 0.56 0.11 0.89 0.11 0.67
11 267 510 743 966 1282 1320 1353,1404 166 122 288 996 688 798 896,0.44 0.45 0.64 0.71 0.6 0.52 0.25 0.19
416 1092 1248,664 476 999,0.11 0.91 0.82
923,432,0.71
906 1362,126 298,0.72 0.93
440,268,0.72
347 969 1069,240 528 171,0.22 0.8 0.57
573 802,1017 598,0.89 0.56
95 128 145 245 272 881,292 159 681 298 1173 543,0.2 0.14 0.85 0.74 0.74 0.97
679 1018 1268 1394,447 279 520 505,0.66 0.09 0.9 0.55
9 579 891 1145 1361 1428,726 249 494 628 543 1158,0.31 0.53 0.72 0.64 0.5 1.0
604 893,375 273,0.98 0.32
467,762,0.26
294 477 843,396 258 1176,0.02 0.36 0.69
5 1093,657 843,0.63 0.53
42 408 431 474 684 691,1128 660 288 704 272 1140,0.67 0.02 0.77 0.46 0.82 0.91
724 730 1067 1500,1176 688 522 482,0.04 0.57 0.33 0.6
73 316 865 949 1219 1235 1468 1558,932 262 836 1003 472 413 252 648,0.78 0.8 0.24 0.28 0.47 0.09 0.79 0.57
143 926 932,738 168 476,0.12 0.12 0.03
546 1256,556 366,0.91 0.7
420 1062 1266 1362 1412 1482 1512,681 714 472 447 549 120 108,0.12 0.77 0.05 0.86 0.89 0.83 0.04
1249,592,0.2
406,492,0.96
483 766 1476,388 248 451,0.9 0.95 0.77
40 639 1006 1072 1288 1442 1488,198 656 642 585 276 328 702,0.17 0.81 0.39 0.27 0.13 0.17 0.61
260 481 997 1163,736 1140 986 328,0.5 0.94 0.65 0.94
356,472,0.09
938,483,0.03
824,633,0.97
22 159 575 885,687 684 843 413,0.05 0.18 0.9 0.83
365 864 1101 1268,792 652 524 390,0.15 0.28 0.97 0.68
427 477 577,856 344 786,0.85 0.75 0.38
223 240 311 360 926,1276 258 860 524 224,0.83 0.65 0.97 0.63 0.79
986 1046 1163 1396,1400 498 164 1060,0.1 0.54 0.96 0.29
62 66 304 445 456 508 724 753 882,764 1376 378 1038 1068 1516 882 378 747,0.23 0.34 0.94 0.98 0.84 0.62 0.59 0.89 0.63
129 699 1011 1265 1481 1548,465 426 1268 216 579 268,0.31 0.91 0.86 0.22 0.69 0.7
3 836 1112 1252 1401,332 354 716 911 476,0.42 0.38 0.71 0.54 0.53
280 630 725,362 560 298,0.79 0.31 0.69
804 1104 1137 1154 1254,884 490 531 680 1468,0.91 0.52 0.62 0.85 0.82
334 372 444 621 854 1177 1260,234 796 1295 417 640 462 268,0.87 0.31 0.68 0.05 0.66 0.76 0.17
136 169 186 286 752 980 1184 1401,1161 594 669 426 254 516 568 476,0.47 0.42 0.45 0.61 0.5 0.2 0.47 0.36
473 1349,219 580,0.64 0.09
543 600 1219 1376,656 693 708 504,0.28 0.99 0.96 0.9
24 150 523 693 756 1332 1365 1392,519 1380 516 398 536 138 106 249,0.76 0.25 0.17 0.61 0.52 0.63 0.97 0.22
408 607 720 797 1190 1373 1396,660 834 258 438 260 720 530,0.14 0.52 0.93 0.29 0.13 0.73 0.68
379 1121 1531,770 1548 153,0.14 0.11 0.24
46 362 489 1098 1158 1275 1508,688 1588 723 556 528 351 708,0.2 0.62 0.84 0.29 0.48 0.3 0.98
1168,1528,0.61
153 542 563 946 969 1472,1088 302 504 855 704 660,0.41 0.88 0.18 0.79 0.74 0.57
694 1220 1276,590 585 572,0.21 0.2 0.12
438 921 1031,579 540 484,0.73 0.62 0.79
351 355 1147 1170,1104 405 710 1060,0.45 0.35 0.8 0.67
425,512,0.81
252 308 491 928 1284 1473,1355 872 1404 660 1215 1180,0.93 0.97 0.6 0.37 0.47 0.44
650 1032 1043 1249 1559,310 220 628 444 486,0.94 0.3 0.47 0.1 0.5
250 294 577 813 1165 1286,777 528 1048 434 564 360,0.51 0.57 0.61 0.69 0.73 0.95
158 1373,474 720,0.52 0.25
466 715 815 842 938 1238 1271,1052 465 276 960 483 588 700,0.99 0.28 0.23 0.51 0.63 0.82 0.57
283 1391,1092 231,0.78 0.64
43 113 586 1062 1285,501 687 426 714 374,0.66 0.19 0.53 0.44 0.19
369 590 1106 1272,690 579 608 744,0.18 0.87 0.89 0.73
465 482,885 292,0.35 0.13
282 531 1031,279 240 242,0.47 0.59 0.66
471 504 588 844 1093 1193 1220,249 368 462 993 843 267 780,0.97 0.4 0.95 0.75 0.37 0.88 1.0
308 512 608 758,654 822 204 638,0.15 0.94 0.16 0.35
358 362 741 751 1267,1125 1588 146 657 480,0.81 0.72 0.39 0.01 0.52
703 1226 1269 1552,891 1184 794 1080,0.06 0.61 0.02 0.93
233 716 826 909,984 724 732 620,0.7 0.79 0.48 0.58
551 980,963 688,0.23 0.48
224 285 391 401 634 730 1046,346 744 262 280 759 688 332,0.54 0.7 0.73 0.77 0.33 0.87 0.1
382 921 992 1464,648 540 716 1184,0.11 0.42 0.31 0.27
855,964,0.34
73 189 422 426 459 932 1375,466 1035 734 180 192 636 639,0.13 0.24 0.69 0.44 0.82 0.06 0.99
24 640 1511,519 777 240,0.42 0.21 0.36
902 1438,291 274,0.86 0.81
407 663 1012 1522,1284 528 552 455,0.93 0.4 0.96 0.75
49 248 544 1324 1347 1390,676 258 590 993 354 573,0.99 0.14 0.85 0.01 0.63 0.73
191 280 347 384 873 1289 1472 1549,574 543 360 162 705 242 660 304,0.11 0.35 0.26 0.62 0.86 0.79 0.96 0.56
241 370 847 1483,873 276 768 426,0.53 0.62 0.99 0.38
12 195 272 471 561 628 1154,462 531 1173 166 308 560 340,0.17 0.93 0.79 0.75 0.81 0.25 0.59
511,204,0.49
401 418 488 538 954 960 1104,140 948 777 372 348 430 735,0.98 0.81 0.71 0.87 0.82 0.95 0.33
130 286 486 1012 1069 1089,892 710 455 552 171 741,0.3 0.27 0.39 0.17 0.88 0.23
633 837 1149 1253,296 486 264 855,0.78 0.74 0.08 0.16
217 727 1043 1170 1365 1399 1426 1542,204 573 471 1060 159 890 748 285,0.02 0.82 0.61 0.82 0.23 0.65 0.35 0.31
625 824 835 1041 1351,483 633 1047 213 668,0.84 0.59 0.06 0.54 0.35
139 1025 1055,537 434 648,0.64 0.28 0.52
339 772 982 988 1142 1281 1431,560 776 1152 1805 885 1108 846,0.76 0.29 0.56 0.67 0.22 0.08 0.48
474 890 1073 1129 1350 1439,1056 783 690 729 276 600,0.28 0.9 0.81 0.53 0.8 0.6
25 541 907 930 1389 1500,465 564 1026 592 789 964,0.59 0.85 0.01 0.13 0.56 0.59
105 162 382 471 898 1064 1480,1116 855 648 249 696 108 432,0.65 0.31 1.0 0.21 0.97 0.27 0.7
74 324,314 788,0.76 0.38
357 469 1118 1511,540 258 586 360,0.73 0.79 0.22 0.92
47 746 862 1095,514 1194 546 474,0.51 0.86 0.04 0.82
100 304 521,390 378 1452,0.08 0.97 0.65
333 543 610 749 1059,396 492 454 534 455,0.32 0.71 0.74 0.75 0.53
346 375 1018 1061 1344 1394,848 687 186 498 304 1011,0.07 0.94 0.2 0.22 0.67 0.71
828 957 1434,387 891 372,0.56 0.92 0.86
25 447 1483,775 864 639,0.85 0.41 0.5
674 1316,636 142,0.29 0.76
1273,1324,0.81
55 391 444 607,1400 524 1036 556,0.75 0.87 0.09 0.06
228 265 338 748 1070 1154,246 1083 171 660 702 509,0.88 0.18 0.41 0.94 0.99 0.26
14 86 330 962 1482,579 891 1194 748 240,0.75 0.82 0.55 0.9 0.58
929 1133 1332 1445 1549,159 462 206 222 455,0.74 0.22 0.92 0.55 0.35
5 234 277 1120,876 1080 1205 855,0.07 0.07 0.38 0.78
138 417 433 1213 1226 1236 1392 1475,810 544 348 878 1184 996 166 1068,0.55 0.78 0.05 0.51 0.64 0.55 0.63 0.58
435 479 762 1321 1350,566 645 1110 747 276,0.78 0.02 0.97 0.45 0.8
216 1524,1080 378,0.69 0.06
249 260 776,636 736 1556,0.87 0.28 0.06
566,534,0.81
383 1025 1069 1352 1402 1497,550 290 227 530 1036 1316,0.07 0.08 0.65 0.77 0.57 0.12
114 131 201 251 674 817 1150,276 720 675 732 953 504 957,0.08 0.68 0.34 0.32 0.16 0.31 0.28
232 388 1114 1170 1237,789 705 1026 1060 1100,0.58 0.73 0.83 0.04 0.05
182 721 1264,552 678 705,0.09 0.22 0.8
357 656 1278 1378,720 1540 846 365,0.94 0.5 0.59 0.11
434 789 1316 1372,426 724 142 498,0.01 0.58 1.0 0.87
4 67 643 703 1392,1092 558 552 594 332,0.24 0.14 0.71 0.28 0.46
277 693 1153 1242 1346,723 398 156 594 705,0.98 0.99 0.67 0.88 0.1
52 485 695 701 1144,868 876 1056 300 254,1.0 0.36 0.47 1.0 0.6
262 512 612 639 1034 1067,536 1096 714 1312 873 348,0.57 0.51 0.18 0.32 0.32 0.66
60 77 399 1348,532 1120 261 741,0.07 0.09 0.95 0.95
160 376 526 686 1314 1335 1381 1518,852 681 900 728 192 964 651 1408,0.93 0.45 0.31 0.4 0.13 0.55 0.31 0.23
55 228 262 278 459 601 1220 1224 1549,1050 246 268 1008 192 852 390 372 608,0.29 0.2 0.79 0.27 0.91 0.1 0.99 0.37 0.13
149 592 821 848 1197,996 496 382 678 942,0.2 0.23 0.66 0.22 0.27
24 130 213 434 712 883 945 1522,346 446 224 426 1161 1160 684 342,0.32 0.7 0.62 0.77 0.86 0.62 0.63 0.55
27 271 759 820 903 1009 1512,530 711 567 210 756 891 162,0.78 0.63 0.36 0.5 0.2 0.68 0.47
52 79 175 474 508 951 1510,651 264 1155 1408 1137 579 288,0.36 0.37 0.33 0.22 0.97 0.7 0.68
352 375 418 628 635 1544,200 458 632 560 552 438,0.54 0.21 0.87 0.26 0.63 0.44
765 771 1108 1541,768 448 492 590,0.69 0.79 0.66 0.41
243 1198,633 686,0.38 0.59
284 650 673 933,198 465 822 1352,0.7 0.95 0.71 0.4
81 457 567 1383,639 451 705 777,0.61 0.33 0.52 0.55
164 207 490 1044 1200 1493,891 496 660 381 561 1188,0.89 0.48 0.33 0.01 0.4 1.0
55 72 344 1286,1400 548 684 360,0.65 0.33 0.36 0.97
205 294 398 490 606 721 887 1303,542 528 160 495 1060 903 720 272,0.56 0.38 0.29 0.42 0.68 0.46 0.02 0.76
273 546 1488,654 1112 702,0.91 0.32 0.89
1319 1442,336 656,0.27 0.53
410 1053 1080 1096 1429 1525,378 555 657 512 720 1179,0.34 0.74 0.29 0.39 0.6 0.04
133 142 229 449 845 992 1469,210 927 446 1107 426 537 639,0.81 0.58 0.33 0.83 0.78 0.72 0.83
162 318 615 884 1044 1167 1198,570 494 540 1040 508 940 1029,0.4 0.48 0.59 0.33 0.56 0.88 0.19
272 276 665 1068 1091 1347,1173 1544 471 633 1068 708,0.85 0.35 0.14 0.44 0.42 0.81
24 268 817 900 1006 1399 1509,519 692 504 744 642 356 894,0.28 0.62 0.43 0.25 0.14 0.14 0.69
88 338 438 465 974 1274 1307,344 171 579 885 237 393 264,0.96 0.97 0.26 0.03 0.04 0.14 0.05
80 446 512 722 729 883 1463,726 750 1096 849 516 869 792,0.35 0.22 0.78 0.88 0.86 0.39 0.45
340 506 922 1161 1382 1471,189 1104 518 1077 339 310,0.18 0.94 0.28 0.25 0.76 0.69
71 1036 1059 1518,827 642 684 1408,0.5 0.6 0.63 0.89
842 880,1280 1095,0.96 0.84
193 414 1096,1839 831 512,0.29 0.39 0.91
19 256 289 306 539 628 701 944,638 1060 548 1584 1496 560 375 176,0.15 0.87 0.57 0.41 0.54 0.09 0.51 0.86
869,424,0.18
492 815 875 991 1224,531 184 1032 650 248,0.77 0.79 0.44 0.61 0.2
270 293 1048,448 480 442,0.49 0.59 0.73
274 284 800,748 297 977,0.35 0.44 0.15
590,579,0.72
378 407 1050 1093 1376 1426,444 963 384 843 504 1496,0.8 0.52 0.97 0.07 0.93 0.6
5 614 957 1087,657 756 1188 664,0.61 0.85 0.22 0.02
116 193 1491,1588 1104 774,0.48 0.73 0.51
1505,825,0.53
323 386 623 656 673 773 995,1400 446 540 1155 548 142 345,0.6 0.68 0.48 0.14 0.14 0.18 0.46
72 847 1507,1096 1536 368,0.66 0.18 0.38
149 305 504 870 1031 1087 1153,498 678 552 788 363 498 208,0.96 0.56 0.09 0.14 0.25 0.92 0.97
258 262 651 1055 1078 1334,688 536 240 486 328 552,0.11 0.17 0.2 0.33 0.19 0.5
119,911,0.73
701 905 1001 1034 1051 1151,300 466 756 873 156 186,0.15 0.94 0.66 0.62 0.98 0.12
227 1163 1196,594 246 1168,0.07 0.56 0.59
61 947 976,222 195 351,0.09 0.39 0.84
357 790 1000 1006 1160 1300 1449,540 231 1076 856 1104 580 261,0.02 0.46 0.12 0.25 0.93 0.03 0.29
101 191 326 492 503 1148 1200 1383,216 861 988 885 1116 1076 561 1036,0.11 0.67 0.43 0.4 0.62 0.15 0.11 0.34
299 442 1314 1385,504 672 192 960,0.22 0.1 0.03 0.53
124 180 400 490 916 1082 1498,484 276 572 495 1028 573 690,0.86 0.54 0.44 0.36 0.13 0.9 0.21
92 633 841,166 296 740,0.48 0.52 0.11
282 315 398 654 904 1030,372 288 320 434 600 528,0.53 0.3 0.42 0.79 0.68 0.67
418 452 468 568 595 1204 1521,632 744 348 1332 426 432 140,0.66 0.77 0.22 0.33 0.13 0.81 0.45
36 318 501 572 578 868 872 934,900 741 580 1003 916 1074 1260 550,0.05 0.47 0.06 0.87 0.81 0.32 0.35 0.5
470 530 720 1219,1160 1880 430 708,0.91 0.79 0.04 0.28
334 757,312 588,0.95 0.68
211,544,0.63
395,666,0.31
24 341 511 973 1210 1243 1260 1360,519 831 204 401 509 472 200 726,0.56 0.73 0.33 0.79 0.36 0.77 0.56 0.88
403 665 819 1002 1058 1279 1368,465 628 831 827 827 888 1065,0.26 0.09 0.67 0.09 0.12 0.04 0.59
51 307 550 783 1005 1359 1525,294 444 480 988 822 496 1179,0.79 0.8 0.36 0.94 0.45 0.45 0.72
531 1041,120 213,0.46 0.18
598,608,0.62
451 997 1231 1254 1298 1446 1514,712 986 1484 1101 401 504 115,0.97 0.29 0.33 0.04 0.37 0.61 0.54
196 285 389 711 772 878 888 1294,494 558 358 1156 582 748 352 344,0.05 0.35 0.76 0.19 0.62 0.26 0.48 0.78
264 537 1479,834 1060 438,0.5 0.47 0.22
1213,586,0.2
331 391 497 507 740 836 1152 1373,1132 524 561 1011 788 472 1052 1080,0.93 0.57 0.12 0.15 0.71 0.46 0.03 0.04
178 394 544 704 1333 1353 1399 1536,399 626 885 488 279 672 534 399,0.06 0.21 0.56 0.21 0.99 0.59 0.32 0.21
10 247 280 296 619,568 356 362 150 900,0.4 0.67 0.16 0.53 0.11
380 1141 1534,366 401 556,0.3 0.42 0.35
193 386 709 875,1104 669 171 1376,0.38 0.01 0.47 0.68
423 456 473 573,441 534 146 1356,0.37 0.21 0.23 0.46
356 566 772 1082,472 356 582 573,0.3 0.46 0.02 0.24
369 685 1007 1068 1184 1417,690 612 908 633 1136 722,0.8 0.7 0.89 0.5 0.22 0.42
475 535 724 1224,1044 1136 1470 620,0.53 0.81 0.59 0.86
339 761,560 680,0.35 0.03
216,720,0.38
399 695,261 704,0.93 0.24
272 705 915 921 1215 1264 1364,1564 264 1148 405 584 705 480,0.66 0.39 0.42 0.67 0.66 0.49 0.4
407 670 823 1006 1063 1283 1373,963 537 1029 642 953 237 1080,0.01 0.45 0.51 0.53 0.64 0.78 0.8
55 311 554 787 1010 1364 1530,700 430 628 447 795 640 381,0.07 0.8 0.76 0.96 0.08 0.77 0.59
536 1045,364 1110,0.3 0.18
602,856,0.74
359 1002 1139 1162 1205 1422 1451,528 827 1144 476 780 446 648,0.13 0.83 0.22 0.08 0.43 0.62 0.1
200 290 394 716 776 882 893 1298,795 509 626 543 1167 996 273 268,0.01 0.54 0.86 0.34 0.3 0.94 0.4 0.3
217 543 560 832,272 656 360 972,0.39 0.5 0.48 0.95
510 1518,244 1056,0.19 0.02
33 759 1013 1296 1435,272 378 465 753 816,0.43 0.11 0.57 0.88 0.06
147 447 463 534 1006 1150 1482,256 1152 250 676 642 957 180,0.32 0.96 0.13 0.72 0.73 0.22 0.99
1189,227,0.11
30 274 906 1426 1516,282 748 189 1870 1344,0.86 0.73 0.09 0.99 0.25
582 785 1098 1201,1140 455 278 1011,0.83 0.61 0.36 0.49
166 675 991 1118 1314 1347 1374 1491,988 1436 975 878 192 531 1156 516,0.48 0.76 0.09 0.2 0.93 0.25 0.72 0.94
130 779 783 962 1161 1172 1378,1115 543 741 374 718 831 219,0.96 0.52 0.06 0.86 0.23 0.77 0.44
458 531 774 1263 1280 1407 1513,450 180 980 166 411 189 760,0.73 0.44 0.3 0.52 0.61 0.39 0.51
844 944 1067 1367 1400,993 176 696 1071 344,0.96 0.19 0.25 0.72 0.95
25 262 295 312 545 634 951 1121,620 401 936 852 725 1011 386 1935,0.57 0.15 0.83 0.91 0.6 0.3 0.31 0.62
233 323 389 1178 1332 1515,492 700 358 1134 138 220,0.43 0.1 0.88 0.88 0.56 0.09
691 1057 1080 1124 1340,855 572 438 162 1028,0.18 0.1 0.99 0.43 0.86
115 148 737 837 1373,195 1185 384 324 1080,0.37 0.02 0.32 0.1 0.62
534 1111 1354,676 234 444,0.71 0.76 0.68
102 351,490 827,0.53 0.09
104 620,1167 292,0.59 0.32
43 114 120 410 476 1418,501 276 903 252 1456 483,0.71 0.53 0.65 0.64 0.94 0.18
41 154 257 1166,267 588 159 442,0.13 0.33 0.16 0.04
301 683 706 1449,106 648 1384 174,0.56 0.37 0.04 0.03
82 525 1168 1212 1494 1544,810 855 1146 159 504 438,0.16 0.74 0.07 0.13 0.77 0.09
26 1108,264 656,0.65 0.61
79 117 190 1005,396 1100 1122 822,0.18 0.13 0.65 0.74
113 200 1115 1388,687 530 750 700,0.87 0.07 0.8 0.2
766 789 1248,186 1448 1332,0.23 0.91 0.52
281 387 391 780 1184 1207 1463,789 1205 524 852 852 756 594,0.68 0.05 0.5 0.27 0.83 0.25 0.09
455 1260 1277 1404,840 335 762 1355,0.57 0.21 0.76 0.39
18 168 328 1160 1370 1437,1068 504 252 1104 476 522,0.11 0.28 0.47 0.02 0.26 0.73
330 613,1194 546,0.23 0.73
1462,292,0.8
486 852 1289 1335 1445 1528,455 206 363 723 222 1220,0.67 0.58 0.22 0.77 0.07 0.34
51 1426,441 1496,0.72 0.57
877 920,632 146,0.13 0.9
224 461 494 511 610,519 816 579 204 454,0.82 0.61 0.94 0.87 0.36
242 303 325 958 995 1068 1245 1478,1036 1032 604 544 345 633 696 532,0.98 0.51 0.49 0.27 0.26 0.68 0.54 0.17
109 153 369 1278 1507,1185 816 459 846 368,0.89 0.67 0.38 0.03 0.63
499 799 832 1421 1521 1548,1480 1136 1296 1420 140 268,0.72 0.91 0.83 0.62 0.94 0.86
248 451 547 581 597 697 724,172 534 693 568 840 532 882,0.88 0.66 0.7 0.26 0.92 0.27 0.41
701 1063,150 953,0.99 0.47
225 275 364 784 814 934 1456 1500,1167 981 880 104 692 440 549 723,0.31 0.26 0.34 0.9 0.35 0.68 0.08 0.33
405 478 782 888 1210 1270 1293,1107 873 702 352 509 807 288,0.15 0.58 0.31 0.3 0.27 0.59 0.02
1102 1372,760 747,0.66 0.24
447 801 967 1051 1550,1152 795 244 208 543,0.36 0.59 0.17 0.02 0.15
794,480,0.86
12 128 361 365 871 1314,462 159 565 792 1016 192,0.37 0.02 0.17 0.8 0.55 0.51
47 291 523 746 1062 1100 1133,771 888 516 1194 714 288 308,0.33 0.48 0.11 0.55 0.72 0.14 0.76
55 284 327 610 1163 1320,1050 297 240 908 246 798,0.49 0.46 0.43 0.57 0.65 0.05
78 94 367 1309,657 124 1047 1384,0.92 0.67 0.96 0.32
7 111 434 600 1016 1476,522 696 426 693 351 678,0.25 0.62 0.79 0.03 0.46 0.18
68 1033 1470 1516,712 382 723 672,0.99 0.8 0.34 0.67
974 1350,237 184,0.56 0.88
288 508 1024 1190,1144 1516 1580 520,0.74 0.76 0.78 0.87
641 674 691,796 636 570,0.36 0.36 0.52
146 163 233 283 706 849,1149 714 984 1092 1038 660,0.18 0.43 0.33 0.33 0.03 0.41
173 323 616 889 1172 1259,572 1400 399 322 554 856,0.22 0.27 0.47 0.42 0.98 0.16
753 1296,756 1003,0.88 0.53
1096 1352,768 795,0.44 0.69
10 886 1079 1389 1402,426 1244 663 789 777,0.42 0.96 0.2 0.43 0.99
428 588 632 848 1344,200 462 249 678 608,0.25 0.48 0.13 0.95 0.23
245 345 372 882 888 1181 1214 1244,447 633 1194 498 176 354 396 484,0.55 0.94 0.81 0.49 0.67 0.1 0.45 0.66
450 877 933 1043 1126,1011 474 1352 471 231,0.21 0.84 0.15 0.71 0.12
767 1110 1187 1542,580 1120 880 190,0.14 0.39 0.62 0.7
342 747 918 1296,450 915 1485 1003,0.49 0.29 0.04 0.75
123 267 599 1138 1209,1920 332 927 732 1350,0.99 0.61 0.4 0.89 0.74
809 1465,244 558,0.85 0.78
466 522 543 706 949 1142 1498,789 652 656 1038 501 590 459,0.61 0.54 0.46 0.45 0.36 0.37 0.67
397 430 513 769 1019 1146 1256,540 540 174 177 1122 771 366,0.5 0.07 0.68 0.66 0.56 0.67 0.77
145 195,681 531,0.23 0.83
744 1553,782 744,0.12 0.94
278 289 715 1454 1458,1008 411 620 678 1160,0.31 0.34 0.52 0.12 0.6
59 629 941 1195 1411 1478,420 165 1185 498 380 798,0.2 0.17 0.33 0.29 0.64 0.37
669 945 1085 1235,540 684 672 276,0.45 0.15 0.97 0.76
583 804 1320 1486 1496,483 442 532 534 988,0.36 0.02 0.17 0.77 0.58
21 244 598 1103 1346,233 270 152 114 235,0.35 0.26 0.8 0.72 0.48
462 584 591 928 1360,424 518 234 330 484,0.14 0.55 0.76 0.98 0.35
195 744 827 1327 1347 1437 1510,354 391 190 768 177 174 192,0.68 0.47 0.86 0.23 0.14 0.18 0.06
498 502 891 1295 1407 1511,509 317 494 555 63 120,0.89 0.98 0.42 0.6 0.56 0.74
99 985 1428,472 72 386,0.55 0.8 0.79
983 1126,164 231,0.92 0.34
787 800 966 1049 1270,298 326 498 393 538,0.87 0.38 0.48 0.9 0.88
78 178 205 715 1014 1048 1077,438 133 271 310 59 442 368,0.31 0.96 0.77 0.85 0.64 0.36 0.15
379 695 1328,770 704 225,0.14 0.3 0.85
192 425 1001 1062 1168 1251,152 128 504 238 764 716,0.59 0.28 0.26 0.89 0.51 0.46
760 943 1020 1376,187 247 51 504,0.67 0.17 0.45 0.96
78 471 677 1032 1559,438 83 296 110 324,0.65 0.27 0.49 0.74 0.98
248 391 491 724 947 1263 1300 1333,172 131 702 294 130 83 290 186,0.69 0.9 0.74 0.65 0.29 0.97 0.25 0.25
123 472,1152 82,0.22 0.26
78 150 394 943 1026 1296 1313 1546,219 345 626 494 426 501 392 122,0.89 0.08 0.76 0.81 0.18 0.19 0.86 0.08
214 324 441 591 701 1516,564 197 113 234 75 672,0.54 0.44 0.69 0.43 0.72 0.97
164 501 557 740 984 1533,594 145 408 394 81 500,0.94 0.64 0.65 0.86 0.29 0.42
89 1032 1375,318 110 426,0.33 0.68 0.37
43 77 666 765 1302,167 560 89 192 370,0.05 0.86 0.27 0.49 0.73
74 274 386 856 1062,314 374 223 717 238,0.1 0.72 0.56 0.18 0.06
30 280,282 181,0.92 0.16
44 354 593 1003 1186 1386 1396 1409,878 450 561 156 336 164 795 106,0.67 0.96 0.16 0.73 0.9 0.1 0.49 0.48
491 568 961 973 1144 1522,351 999 131 268 85 342,0.44 0.84 0.74 0.11 0.97 0.17
33 66 493 1069 1169 1291 1364 1435,136 688 528 56 298 229 320 544,0.34 0.55 0.69 0.32 0.87 0.95 0.34 0.72
166 692 749 1368 1524,247 155 267 355 252,0.08 0.11 0.39 0.17 0.43
80 434 683 1183,363 284 432 308,0.2 0.27 0.87 0.17
656 995 1245 1372,385 229 231 249,0.78 0.42 0.52 0.65
115 558 787 831 1164,130 240 298 158 171,0.92 0.14 0.95 0.11 0.83
395 890,222 261,0.7 0.25
1044 1106,127 152,0.25 0.93
25 29 407,465 178 642,0.03 0.1 0.1
1441,131,0.05
220 249 919 1035 1268,254 159 308 222 130,0.63 0.14 0.31 0.34 0.47
63 274 280 1189,295 748 181 152,0.17 0.76 0.12 0.56
506 706 717 923 1232,736 346 784 144 112,0.3 0.25 0.22 0.92 0.36
9 105 421 548 1157 1218 1334,484 744 885 290 336 366 368,0.57 0.73 0.28 0.6 0.05 0.2 0.56
363 506 839 1361 1378 1449,728 736 132 543 219 348,0.49 0.77 0.04 0.86 0.8 0.6
371 976 1013 1485,264 351 310 450,0.88 0.19 0.81 0.62
304,567,0.49
156 905 1361,165 466 362,0.74 0.39 0.96
379 718 1094,1155 696 754,0.29 0.31 0.62
129 572 801 828 1178,465 501 530 387 1134,0.35 0.07 0.13 0.89 0.56
499 802,888 897,0.29 0.28
416 626 832 1142,664 258 972 590,0.35 0.09 0.42 0.63
428 457 744 1067 1127 1243 1476,200 678 1564 696 786 472 451,0.87 0.34 0.43 0.68 0.38 0.06 0.63
567 617 894 911 1033 1040 1183 1343,705 231 171 394 573 396 616 574,0.99 0.65 0.79 0.27 0.62 0.12 0.24 1.0
88 404 575 1037 1557,258 375 843 231 480,0.16 0.61 0.82 0.64 0.42
84 712 916 1332,843 1548 771 206,0.5 0.82 0.81 0.68
63 300 1122,590 882 222,0.89 0.85 0.68
